,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
446,GRAB,Grab Holdings Limited,Technology,Software - Application,Singapore,14490000000.0,,3.66,0.0014000000000000002,3576584.0
447,GS,"Goldman Sachs Group, Inc.",Financial,Capital Markets,USA,149480000000.0,18.1,463.56,0.0052,455790.0
448,GSAT,Globalstar Inc.,Communication Services,Telecom Services,USA,2180000000.0,,1.14,0.013300000000000001,649991.0
449,GSK,GSK Plc ADR,Healthcare,Drug Manufacturers - General,United Kingdom,90790000000.0,16.19,44.53,-0.0132,871106.0
450,GT,Goodyear Tire & Rubber Co.,Consumer Cyclical,Auto Parts,USA,3510000000.0,,12.35,0.0004,311314.0
451,GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery,USA,4600000000.0,19.31,17.6,-0.0042,501859.0
452,GTLB,Gitlab Inc,Technology,Software - Infrastructure,USA,8810000000.0,,54.74,-0.0078000000000000005,359544.0
453,GTX,Garrett Motion Inc,Consumer Cyclical,Auto Parts,Switzerland,2009999999.9999998,,8.9,-0.0128,157485.0
454,HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,USA,32580000000.0,12.75,36.8,0.0191,1333787.0
455,HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USA,8550000000.000001,,61.4,0.012199999999999999,302461.0
456,HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,Real Estate,REIT - Specialty,USA,3810000000.0,16.26,33.44,0.0034999999999999996,612410.0
457,HAYW,Hayward Holdings Inc,Industrials,Electrical Equipment & Parts,USA,3110000000.0,38.97,14.49,-0.006500000000000001,259262.0
458,HBAN,"Huntington Bancshares, Inc.",Financial,Banks - Regional,USA,20060000000.0,12.5,13.85,0.0076,4333975.0
459,HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada,3530000000.0,44.31,10.06,0.0441,1681290.0
460,HCA,HCA Healthcare Inc,Healthcare,Medical Care Facilities,USA,82900000000.0,15.77,316.52,-0.0068000000000000005,171193.0
461,HCP,HashiCorp Inc,Technology,Software - Infrastructure,USA,6720000000.0,,33.42,0.0009,552623.0
462,HD,"Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,USA,326230000000.0,22.07,328.99,0.012,898136.0
463,HDB,HDFC Bank Ltd. ADR,Financial,Banks - Regional,India,147200000000.0,17.83,58.08,0.0014000000000000002,600462.0
464,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,46900000000.0,23.33,152.21,0.0054,658457.0
465,HIG,Hartford Financial Services Group Inc.,Financial,Insurance - Property & Casualty,USA,29840000000.0,11.46,100.88,-0.0039000000000000003,316318.0
466,HIMS,Hims & Hers Health Inc,Consumer Defensive,Household & Personal Products,USA,4010000000.0,,18.65,0.10490000000000001,6676340.0
467,HL,Hecla Mining Co.,Basic Materials,Other Precious Metals & Mining,USA,3720000000.0,,5.95,0.055999999999999994,4804636.0
468,HLN,Haleon plc ADR,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,38420000000.0,29.96,8.41,0.0042,1295968.0
469,HLT,Hilton Worldwide Holdings Inc,Consumer Cyclical,Lodging,USA,50560000000.0,44.02,202.2,-0.0051,288964.0
470,HMY,Harmony Gold Mining Co Ltd ADR,Basic Materials,Gold,South Africa,5910000000.0,12.09,9.35,0.0108,1188622.0
471,HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USA,4720000000.0,7.8,35.08,-0.0037,187336.0
472,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,17070000000.0,37.63,73.15,-0.0088,274899.0
473,HON,Honeywell International Inc,Industrials,Conglomerates,USA,130530000000.0,23.23,200.45,0.0038,558430.0
474,HOOD,Robinhood Markets Inc,Financial,Capital Markets,USA,18010000000.0,140.86,20.5,-0.0007000000000000001,6041658.0
475,HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USA,3720000000.0,10.84,37.72,0.015300000000000001,133767.0
476,HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,USA,24320000000.0,12.88,18.7,0.016,5423554.0
477,HPQ,HP Inc,Technology,Computer Hardware,USA,32580000000.0,9.73,33.29,0.0166,2231902.0
478,HR,Healthcare Realty Trust Inc,Real Estate,REIT - Healthcare Facilities,USA,5990000000.0,,15.83,0.0115,582648.0
479,HRB,H&R Block Inc.,Consumer Cyclical,Personal Services,USA,6830000000.0,11.2,48.94,-0.0339,331437.0
480,HRL,Hormel Foods Corp.,Consumer Defensive,Packaged Foods,USA,18880000000.0,23.79,34.47,-0.0181,484954.0
481,HSBC,HSBC Holdings plc ADR,Financial,Banks - Diversified,United Kingdom,165600000000.0,7.62,44.11,-0.0060999999999999995,384523.0
482,HSIC,Henry Schein Inc.,Healthcare,Medical Distribution,USA,9110000000.0,24.05,71.14,-0.008199999999999999,113653.0
483,HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,12830000000.0,17.89,18.19,-0.005699999999999999,697032.0
484,HSY,Hershey Company,Consumer Defensive,Confectioners,USA,39670000000.0,19.43,196.15,-0.0043,462038.0
485,HTHT,H World Group Limited ADR,Consumer Cyclical,Lodging,China,12370000000.0,23.66,37.6,0.0321,1480589.0
486,HUM,Humana Inc.,Healthcare,Healthcare Plans,USA,42070000000.0,21.73,349.12,-0.0005,279121.0
487,HUN,Huntsman Corp,Basic Materials,Chemicals,USA,4350000000.0,,25.15,0.006,200851.0
488,HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,USA,34690000000.0,41.04,85.0,0.0033,581365.0
489,HXL,Hexcel Corp.,Industrials,Aerospace & Defense,USA,5780000000.0,59.75,69.51,-0.014499999999999999,58879.0
490,IAG,Iamgold Corp.,Basic Materials,Gold,Canada,2029999999.9999998,14.63,4.11,0.0287,4315302.0
491,IART,Integra Lifesciences Holdings Corp,Healthcare,Medical Devices,USA,2290000000.0,57.43,29.11,0.028300000000000002,249556.0
492,IBM,International Business Machines Corp.,Technology,Information Technology Services,USA,157060000000.0,19.36,170.98,0.0005,590112.0
493,IBN,ICICI Bank Ltd. ADR,Financial,Banks - Regional,India,94640000000.0,17.99,26.92,-0.014499999999999999,890762.0
494,IBRX,ImmunityBio Inc,Healthcare,Biotechnology,USA,4730000000.0,,6.84,0.049100000000000005,1206356.0
495,ICE,Intercontinental Exchange Inc,Financial,Financial Data & Stock Exchanges,USA,77040000000.0,30.77,134.32,-0.0148,339164.0
496,IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,USA,24370000000.0,,95.44,-0.0072,288870.0
497,IGT,International Game Technology PLC,Consumer Cyclical,Gambling,United Kingdom,3920000000.0,18.55,19.55,-0.0060999999999999995,118804.0
498,ILMN,Illumina Inc,Healthcare,Diagnostics & Research,USA,16629999999.999998,,104.37,-0.019799999999999998,343277.0
499,IMVT,Immunovant Inc,Healthcare,Biotechnology,USA,4150000000.0000005,,28.58,-0.0126,394795.0
500,INCY,Incyte Corp.,Healthcare,Biotechnology,USA,12760000000.0,17.22,56.74,-0.009899999999999999,621959.0
501,INFA,Informatica Inc,Technology,Software - Infrastructure,USA,8980000000.0,,29.96,0.002,133297.0
502,INFY,Infosys Ltd ADR,Technology,Information Technology Services,India,72010000000.0,22.69,17.34,-0.0009,2921459.0
503,ING,ING Groep N.V. ADR,Financial,Banks - Diversified,Netherlands,55180000000.0,,17.75,0.0008,717322.0
504,INSM,Insmed Inc,Healthcare,Biotechnology,USA,6910000000.0,,46.5,1.1137000000000001,20694004.0
505,INTC,Intel Corp.,Technology,Semiconductors,USA,133009999999.99998,32.55,31.25,0.0171,10884852.0
506,INTU,Intuit Inc,Technology,Software - Application,USA,167700000000.0,55.44,599.89,-0.011699999999999999,804657.0
507,INVH,Invitation Homes Inc,Real Estate,REIT - Residential,USA,21030000000.0,62.59,34.33,-0.0045000000000000005,194061.0
508,IONS,Ionis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,5480000000.0,,37.54,0.0069,110781.0
509,IOT,Samsara Inc,Technology,Software - Infrastructure,USA,20990000000.0,,38.13,-0.0316,1413288.0
510,IOVA,Iovance Biotherapeutics Inc,Healthcare,Biotechnology,USA,2780000000.0,,9.94,-0.006999999999999999,1295399.0
511,IP,International Paper Co.,Consumer Cyclical,Packaging & Containers,USA,15780000000.0,85.37,45.44,-0.0005,1436961.0
512,IPG,"Interpublic Group Of Cos., Inc.",Communication Services,Advertising Agencies,USA,12000000000.0,11.3,31.8,0.0032,366634.0
513,IQ,iQIYI Inc ADR,Communication Services,Entertainment,China,2520000000.0,17.14,4.8,0.0052,3477329.0
514,IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,USA,38140000000.0,47.08,94.54,-0.0101,1543986.0
515,IRDM,Iridium Communications Inc,Communication Services,Telecom Services,USA,3620000000.0,140.75,29.78,-0.0066,135883.0
516,IRM,Iron Mountain Inc.,Real Estate,REIT - Specialty,USA,23570000000.0,122.35,80.41,0.0022,220714.0
517,IRT,Independence Realty Trust Inc,Real Estate,REIT - Residential,USA,3680000000.0,,16.35,-0.009399999999999999,144820.0
518,ISRG,Intuitive Surgical Inc,Healthcare,Medical Instruments & Supplies,USA,141450000000.0,71.95,398.77,-0.015,325669.0
519,ITUB,Itau Unibanco Holding S.A. ADR,Financial,Banks - Regional,Brazil,30020000000.0,9.21,6.19,0.004,3708551.0
520,ITW,"Illinois Tool Works, Inc.",Industrials,Specialty Industrial Machinery,USA,71210000000.0,23.54,238.64,-0.006,255366.0
521,IVZ,Invesco Ltd,Financial,Asset Management,USA,7010000000.0,,15.58,-0.0033,331797.0
522,JANX,Janux Therapeutics Inc,Healthcare,Biotechnology,USA,2350000000.0,,45.24,-0.0029,98026.0
523,JBI,Janus International Group Inc,Industrials,Building Products & Equipment,USA,2130000000.0,15.23,14.56,0.0055000000000000005,227847.0
524,JBL,Jabil Inc,Technology,Electronic Components,USA,14440000000.0,10.27,119.72,0.001,221271.0
525,JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland,49220000000.0,29.55,73.06,-0.011399999999999999,1008744.0
526,JD,JD.com Inc ADR,Consumer Cyclical,Internet Retail,China,41090000000.0,13.58,30.02,-0.0083,5450911.0
527,JHG,Janus Henderson Group plc,Financial,Asset Management,United Kingdom,5480000000.0,12.91,34.16,-0.0064,153526.0
528,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,349740000000.0,20.93,145.32,-0.011200000000000002,2379027.0
529,JNPR,Juniper Networks Inc,Technology,Communication Equipment,USA,11280000000.0,50.27,34.7,0.0003,261206.0
530,JOBY,Joby Aviation Inc,Industrials,Airports & Air Services,USA,3500000000.0,,4.94,0.006999999999999999,1315058.0
531,JPM,JPMorgan Chase & Co.,Financial,Banks - Diversified,USA,574060000000.0,12.07,199.9,-0.004,2180131.0
532,JWN,"Nordstrom, Inc.",Consumer Cyclical,Department Stores,USA,3530000000.0,27.43,21.62,0.0046,414551.0
533,K,Kellanova Co,Consumer Defensive,Packaged Foods,USA,20540000000.0,22.51,60.07,-0.0159,429746.0
534,KBH,KB Home,Consumer Cyclical,Residential Construction,USA,5320000000.0,9.54,70.06,-0.0062,155030.0
535,KBR,KBR Inc,Industrials,Engineering & Construction,USA,8870000000.0,,66.04,-0.005,145715.0
536,KD,Kyndryl Holdings Inc,Technology,Information Technology Services,USA,6270000000.0,,27.23,-0.0048,335096.0
537,KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,45950000000.0,21.91,33.9,-0.0086,1195679.0
538,KEY,Keycorp,Financial,Banks - Regional,USA,13590000000.0,18.39,14.42,-0.0044,1603434.0
539,KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,25120000000.0,31.39,143.88,-0.0012,242935.0
540,KGC,Kinross Gold Corp.,Basic Materials,Gold,Canada,10050000000.0,23.36,8.18,0.013600000000000001,5361604.0
541,KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods,USA,42830000000.0,15.39,35.27,-0.016200000000000003,2027735.0
542,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,12410000000.0,34.94,18.42,-0.003,582894.0
543,KKR,KKR & Co. Inc,Financial,Asset Management,USA,94760000000.0,23.93,106.79,0.0034000000000000002,825198.0
544,KMB,Kimberly-Clark Corp.,Consumer Defensive,Household & Personal Products,USA,43610000000.0,23.78,129.53,-0.0183,671777.0
545,KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,42370000000.0,17.4,19.09,0.001,1803116.0
546,KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,10990000000.0,23.14,69.87,-0.0001,184914.0
547,KNX,Knight-Swift Transportation Holdings Inc,Industrials,Trucking,USA,7730000000.0,70.25,47.81,0.0022,271902.0
548,KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,265680000000.0,24.78,61.67,-0.0053,3508816.0
549,KOS,Kosmos Energy Ltd,Energy,Oil & Gas E&P,USA,2880000000.0,13.24,6.1,0.0518,1816426.0
550,KR,Kroger Co.,Consumer Defensive,Grocery Stores,USA,38130000000.0,17.71,52.4,-0.011000000000000001,1116926.0
551,KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA,4650000000.0,82.75,21.17,0.006999999999999999,331890.0
552,KSS,Kohl's Corp.,Consumer Cyclical,Department Stores,USA,3020000000.0,9.53,27.23,0.0279,1297246.0
553,KTOS,Kratos Defense & Security Solutions Inc,Industrials,Aerospace & Defense,USA,3280000000.0,,21.82,0.013000000000000001,552034.0
554,KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,USA,36760000000.0,24.67,19.2,-0.0079,3476748.0
555,KVYO,Klaviyo Inc,Technology,Software - Infrastructure,USA,6290000000.0,,23.76,0.0102,315699.0
556,LBRDK,Liberty Broadband Corp,Communication Services,Telecom Services,USA,7320000000.0,8.65,51.26,-0.0019,184220.0
557,LBRT,Liberty Energy Inc,Energy,Oil & Gas Equipment & Services,USA,4000000000.0,8.78,23.99,0.0167,339567.0
558,LBTYA,Liberty Global Ltd,Communication Services,Telecom Services,Bermuda,6390000000.0,,16.38,0.0083,415122.0
559,LBTYK,Liberty Global Ltd,Communication Services,Telecom Services,Bermuda,6510000000.0,,16.68,0.0018,501834.0
560,LCID,Lucid Group Inc,Consumer Cyclical,Auto Manufacturers,USA,6490000000.0,,2.81,0.0124,10323620.0
561,LEGN,Legend Biotech Corp ADR,Healthcare,Biotechnology,USA,7500000000.0,,41.17,-0.0058,298643.0
562,LEN,Lennar Corp.,Consumer Cyclical,Residential Construction,USA,43570000000.0,10.97,156.63,0.0016,261929.0
563,LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,USA,8950000000.0,72.59,22.44,0.013500000000000002,334744.0
564,LFST,LifeStance Health Group Inc,Healthcare,Medical Care Facilities,USA,2200000000.0,,5.76,0.0096,825045.0
565,LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,41800000000.0,35.75,220.35,-0.013000000000000001,86061.0
566,LI,Li Auto Inc ADR,Consumer Cyclical,Auto Manufacturers,China,16640000000.0,13.7,20.42,0.0055000000000000005,3263788.0
567,LIN,Linde Plc.,Basic Materials,Specialty Chemicals,United Kingdom,206700000000.0,33.36,429.98,-0.0128,444390.0
568,LITE,Lumentum Holdings Inc,Technology,Communication Equipment,USA,3080000000.0,,45.59,-0.0149,170543.0
569,LKQ,LKQ Corp,Consumer Cyclical,Auto Parts,USA,11540000000.0,13.96,43.26,0.0079,465216.0
570,LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,765880000000.0,120.68,805.85,-0.002,1032655.0
571,LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,USA,110260000000.0,16.81,459.53,-0.0167,247332.0
572,LNC,Lincoln National Corp.,Financial,Insurance - Life,USA,5540000000.0,4.45,32.58,-0.0023,366967.0
573,LNG,Cheniere Energy Inc.,Energy,Oil & Gas Midstream,USA,35850000000.0,7.62,156.61,-0.0023,454948.0
574,LNT,Alliant Energy Corp.,Utilities,Utilities - Regulated Electric,USA,12880000000.0,18.3,50.22,0.0054,289004.0
575,LOW,"Lowe's Cos., Inc.",Consumer Cyclical,Home Improvement Retail,USA,123450000000.0,17.33,215.75,0.0025,764875.0
576,LPX,Louisiana-Pacific Corp.,Industrials,Building Products & Equipment,USA,6490000000.0,24.62,90.6,0.008,179179.0
577,LSCC,Lattice Semiconductor Corp.,Technology,Semiconductors,USA,10640000000.0,49.46,77.32,0.0098,209212.0
578,LSPD,Lightspeed Commerce Inc,Technology,Software - Application,Canada,2340000000.0,,15.26,0.0073,283915.0
579,LSXMA,Liberty Media Corp.,Communication Services,Entertainment,USA,7370000000.0,11.47,22.58,0.0044,252965.0
580,LSXMK,Liberty Media Corp.,Communication Services,Entertainment,USA,7360000000.0,11.45,22.54,0.0036,448177.0
581,LU,Lufax Holding Ltd ADR,Financial,Credit Services,China,2340000000.0,,4.29,0.0033,902566.0
582,LULU,Lululemon Athletica inc.,Consumer Cyclical,Apparel Retail,Canada,37330000000.0,24.28,296.47,-0.0216,1072602.0
583,LUV,Southwest Airlines Co,Industrials,Airlines,USA,16070000000.0,43.6,26.85,0.0006,1721492.0
584,LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,USA,33670000000.0,21.92,45.2,0.0070999999999999995,1254504.0
585,LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods,USA,12800000000.0,11.85,88.64,-0.0064,272150.0
586,LXP,LXP Industrial Trust,Real Estate,REIT - Industrial,USA,2490000000.0,199.88,8.48,-0.0040999999999999995,321066.0
587,LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,United Kingdom,32369999999.999996,15.37,99.42,0.0089,482273.0
588,LYFT,Lyft Inc,Technology,Software - Application,USA,6340000000.0,,15.72,0.0051,1762373.0
589,LYG,Lloyds Banking Group plc ADR,Financial,Banks - Regional,United Kingdom,44200000000.0,,2.81,0.0218,3087913.0
590,LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,USA,22030000000.0,92.45,95.87,-0.0012,367903.0
591,M,Macy's Inc,Consumer Cyclical,Department Stores,USA,5680000000.0,557.57,20.63,0.0223,1489158.0
592,MA,Mastercard Incorporated,Financial,Credit Services,USA,413030000000.0,35.31,444.3,-0.015300000000000001,664524.0
593,MAC,Macerich Co.,Real Estate,REIT - Retail,USA,3230000000.0,,14.98,0.0012,230544.0
594,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,67230000000.00001,24.29,235.39,-0.0051,231023.0
595,MARA,Marathon Digital Holdings Inc,Financial,Capital Markets,USA,5950000000.0,8.97,21.8,0.027999999999999997,21905945.0
596,MAS,Masco Corp.,Industrials,Building Products & Equipment,USA,15090000000.0,16.76,68.5,-0.0086,285079.0
597,MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,USA,6010000000.0,21.27,17.45,-0.0070999999999999995,740757.0
598,MBC,MasterBrand Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,2040000000.0,11.34,16.07,-0.0111,120857.0
599,MBLY,Mobileye Global Inc,Consumer Cyclical,Auto Parts,Israel,21290000000.0,,26.4,0.028900000000000002,1465714.0
600,MCD,McDonald's Corp,Consumer Cyclical,Restaurants,USA,184100000000.0,21.69,255.34,-0.010700000000000001,1420864.0
601,MCHP,"Microchip Technology, Inc.",Technology,Semiconductors,USA,52990000000.0,28.41,98.69,0.004699999999999999,1150191.0
602,MCW,Mister Car Wash Inc,Consumer Cyclical,Personal Services,USA,2180000000.0,29.65,6.82,0.0028000000000000004,317942.0
603,MDB,MongoDB Inc,Technology,Software - Infrastructure,USA,24880000000.0,,339.22,-0.0301,533170.0
604,MDLZ,Mondelez International Inc.,Consumer Defensive,Confectioners,USA,90450000000.0,21.44,67.43,-0.0127,1521327.0
605,MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland,109410000000.0,29.87,82.4,0.0013,2252304.0
606,MDU,MDU Resources Group Inc,Industrials,Conglomerates,USA,5190000000.0,10.89,25.47,0.009899999999999999,418582.0
607,MET,Metlife Inc,Financial,Insurance - Life,USA,50900000000.0,24.6,71.58,-0.0132,499416.0
608,META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,1208310000000.0,27.36,476.36,-0.0039000000000000003,3699703.0
609,MFC,Manulife Financial Corp.,Financial,Insurance - Life,Canada,47550000000.0,15.23,26.33,-0.0079,384462.0
610,MFG,"Mizuho Financial Group, Inc. ADR",Financial,Banks - Regional,Japan,51320000000.0,10.83,4.05,-0.0001,187144.0
611,MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,Canada,12990000000.0,12.8,45.23,-0.0026,367548.0
612,MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,USA,12370000000.0,15.15,39.43,-0.0073,954337.0
613,MGY,Magnolia Oil & Gas Corp,Energy,Oil & Gas E&P,USA,5150000000.0,12.67,25.39,0.0191,325901.0
614,MIR,Mirion Technologies Inc.,Industrials,Specialty Industrial Machinery,USA,2490000000.0,,10.94,0.0196,194612.0
615,MKC,"McCormick & Co., Inc.",Consumer Defensive,Packaged Foods,USA,19170000000.0,27.24,71.44,-0.010700000000000001,322532.0
616,MLCO,Melco Resorts & Entertainment Ltd ADR,Consumer Cyclical,Resorts & Casinos,Hong Kong,3490000000.0,,7.99,0.0013,694039.0
617,MMC,"Marsh & McLennan Cos., Inc.",Financial,Insurance Brokers,USA,100890000000.0,26.01,204.76,-0.0151,235382.0
618,MMM,3M Co.,Industrials,Conglomerates,USA,55060000000.0,,99.51,-0.0016,1309989.0
619,MNSO,MINISO Group Holding Ltd ADR,Consumer Cyclical,Specialty Retail,China,7280000000.0,20.26,23.51,0.0446,618502.0
620,MNST,Monster Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,USA,54170000000.0,32.77,52.0,-0.013300000000000001,2340240.0
621,MO,Altria Group Inc.,Consumer Defensive,Tobacco,USA,77930000000.0,9.5,45.37,-0.0026,1850973.0
622,MODG,Topgolf Callaway Brands Corp,Consumer Cyclical,Leisure,USA,2740000000.0,41.87,14.9,-0.0053,528845.0
623,MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA,10040000000.0,13.29,31.2,0.0070999999999999995,808030.0
624,MP,MP Materials Corporation,Basic Materials,Other Industrial Metals & Mining,USA,2820000000.0,,17.08,-0.0034999999999999996,798175.0
625,MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA,63350000000.0,8.98,179.79,0.011200000000000002,489494.0
626,MPLX,MPLX LP,Energy,Oil & Gas Midstream,USA,40990000000.0,10.36,40.33,0.0031,375287.0
627,MPW,Medical Properties Trust Inc,Real Estate,REIT - Healthcare Facilities,USA,3070000000.0,,5.12,0.0169,4270443.0
628,MQ,Marqeta Inc,Technology,Software - Infrastructure,USA,2860000000.0,,5.52,0.026000000000000002,1808093.0
629,MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA,319260000000.0,140.32,126.05,-0.026600000000000002,2732260.0
630,MRNA,Moderna Inc,Healthcare,Biotechnology,USA,58100000000.0,,151.59,-0.0902,2999663.0
631,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,14730000000.0,10.83,26.12,0.0219,2161735.0
632,MRVL,Marvell Technology Inc,Technology,Semiconductors,USA,67459999999.99999,,77.94,0.016399999999999998,2975391.0
633,MS,Morgan Stanley,Financial,Capital Markets,USA,161570000000.0,18.11,99.42,0.0045000000000000005,946354.0
634,MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,3184080000000.0,37.12,428.41,-0.0040999999999999995,5460958.0
635,MSTR,Microstrategy Inc.,Technology,Software - Application,USA,29270000000.0,,1650.0,-0.0207,471043.0
636,MT,ArcelorMittal,Basic Materials,Steel,Luxembourg,21290000000.0,26.51,25.99,0.0085,269367.0
637,MTCH,Match Group Inc.,Communication Services,Internet Content & Information,USA,7900000000.0,12.95,29.75,0.011899999999999999,1050222.0
638,MTDR,Matador Resources Co,Energy,Oil & Gas E&P,USA,7770000000.0,8.52,62.25,0.0274,234129.0
639,MTG,MGIC Investment Corp,Financial,Insurance - Specialty,USA,5460000000.0,7.87,20.47,-0.0040999999999999995,249738.0
640,MU,Micron Technology Inc.,Technology,Semiconductors,USA,146250000000.0,,132.07,0.0199,5999501.0
641,MUFG,"Mitsubishi UFJ Financial Group, Inc. ADR",Financial,Banks - Diversified,Japan,121780000000.0,11.95,10.39,0.0323,673936.0
642,MUR,Murphy Oil Corp.,Energy,Oil & Gas E&P,USA,6470000000.0,11.83,42.43,0.0105,131403.0
643,MWA,Mueller Water Products Inc,Industrials,Specialty Industrial Machinery,USA,2890000000.0,29.0,18.54,-0.013300000000000001,187915.0
644,NARI,Inari Medical Inc,Healthcare,Medical Devices,USA,2890000000.0,,49.69,-0.0052,431858.0
645,NCLH,Norwegian Cruise Line Holdings Ltd,Consumer Cyclical,Travel Services,USA,7180000000.0,25.64,16.74,0.045899999999999996,9005634.0
646,NCNO,Ncino Inc.,Technology,Software - Application,USA,3460000000.0,,30.23,-0.013999999999999999,229829.0
647,NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA,35260000000.0,32.23,61.16,-0.0172,349703.0
648,NE,Noble Corp Plc,Energy,Oil & Gas Drilling,USA,6430000000.0,14.59,46.94,0.0346,395262.0
649,NEE,NextEra Energy Inc,Utilities,Utilities - Regulated Electric,USA,159430000000.0,21.14,77.6,0.0129,3591359.0
650,NEM,Newmont Corp,Basic Materials,Gold,USA,48840000000.0,,42.36,0.009000000000000001,2064770.0
651,NEOG,Neogen Corp.,Healthcare,Diagnostics & Research,USA,2880000000.0,1848.61,13.31,0.0038,153363.0
652,NEP,NextEra Energy Partners LP,Utilities,Utilities - Renewable,USA,3160000000.0,11.1,33.8,0.0048,282079.0
653,NET,Cloudflare Inc,Technology,Software - Infrastructure,USA,25200000000.0,,74.15,-0.0005,840724.0
654,NFE,New Fortress Energy Inc,Utilities,Utilities - Regulated Gas,USA,5170000000.0,11.49,25.2,0.0028000000000000004,231752.0
655,NFLX,Netflix Inc.,Communication Services,Entertainment,USA,278910000000.0,44.9,647.17,0.0007000000000000001,966852.0
656,NI,NiSource Inc,Utilities,Utilities - Regulated Gas,USA,12620000000.0,18.4,28.15,0.0037,519022.0
657,NIO,NIO Inc ADR,Consumer Cyclical,Auto Manufacturers,China,9490000000.0,,4.96,0.0269,23121237.0
658,NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,USA,138930000000.0,27.07,92.04,0.0032,4511556.0
659,NLY,Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA,9750000000.0,,19.49,0.0006,555429.0
660,NMR,Nomura Holdings Inc. ADR,Financial,Capital Markets,Japan,17870000000.0,16.64,6.01,0.0059,170178.0
661,NNN,NNN REIT Inc,Real Estate,REIT - Retail,USA,7560000000.0,18.93,41.23,-0.0017000000000000001,214231.0
662,NOG,Northern Oil and Gas Inc.,Energy,Oil & Gas E&P,USA,4080000000.0,6.54,40.36,0.020499999999999997,131761.0
663,NOK,Nokia Corp ADR,Technology,Communication Equipment,Finland,21310000000.0,24.21,3.86,0.0029,4905547.0
664,NOV,NOV Inc,Energy,Oil & Gas Equipment & Services,USA,7360000000.0,7.48,18.59,0.0195,543595.0
665,NOW,ServiceNow Inc,Technology,Software - Application,USA,149350000000.0,77.89,728.52,-0.013500000000000002,541009.0
666,NRG,NRG Energy Inc.,Utilities,Utilities - Independent Power Producers,USA,17850000000.0,11.88,85.62,-0.0044,981702.0
667,NSC,Norfolk Southern Corp.,Industrials,Railroads,USA,50900000000.0,36.21,225.29,-0.0069,129984.0
